logical_deal_id,target_name,date_announced,matched_cik,accession_number,filing_date,days_lag,mda_word_count,risk_word_count,deal_id,deal_status,number_of_days_between_date_announced_and_date_effective,percentage_of_shares_held_by_acquiror_6_months_prior_to_announcement,target_share_price_1_day_prior_to_announcement_usd,target_share_price_1_week_prior_to_announcement_usd,target_share_price_4_weeks_prior_to_announcement_usd,date_effective,share_price_paid_by_acquiror_for_target_shares_usd,premium_paid_1_day_prior_to_announcement,premium_paid_4_weeks_prior_to_announcement,premium_paid_1_week_prior_to_announcement,target_financial_advisors_name,consideration_price_per_share_usd,target_nation,acquirer_name,target_primary_sic,target_public_status,acquiror_ultimate_parent_name,final_stake_pct,percentage_of_cash,percentage_of_stock,target_ticker,deal_type,deal_value_usd_millions,rank_value_including_net_debt_of_target_usd_millions,percentage_of_shares_owned_after_transaction,acquiror_financial_advisors_name,date_withdrawn,rank_date,target_macro_industry,target_mid_industry,acquiror_macro_industry,acquiror_mid_industry,acquiror_nation,target_cusip,target_state,acquisition_techniques,form_of_the_deal,deal_attitude,tender_offer_flag,cross_border_deal_flag,acquiror_state,related_sdc_deal_number,competing_offer_flag,deal_completed,deal_outcome_terminal,time_to_close,year_announced,month_announced,payment_method_clean,flag_has_deal_id,flag_has_target_name,flag_has_announce_date,flag_terminal_outcome,flag_has_premium_inputs,has_premium,premium_1w,has_premium_1d,has_premium_4w,has_completion_outcome,has_ticker,has_cusip,operational_specificity_raw,fl_sentence_share,fl_precision_share,commitment_density,hedging_density,risk_transparency,risk_disclosure_raw,risk_numeric_density,tone_lm,pos_density,neg_density,operational_specificity_norm,forward_looking_norm,risk_transparency_norm,risk_disclosure_raw_norm,tone_lm_norm,operational_specificity_norm_level,forward_looking_norm_level,risk_transparency_norm_level,risk_disclosure_raw_norm_level,tone_lm_norm_level,premium_1d,premium_4w,completion,sic2,ind_year_fe,sample_core,sample_risk,sample_premium,sample_completion,sample_duration,operational_specificity_raw_outlier,fl_sentence_share_outlier,risk_transparency_outlier,tone_lm_outlier,mda_fog,mda_fk,risk_fog,risk_fk,mda_log_length,risk_log_length,mda_wc,risk_wc
3PAR Inc___2010-08-23,3PAR Inc,2010-08-23,0001408501,0001193125-09-130217,2009-06-12,437,13378,10347,2213457020,Completed,35,0,18.04,18,9.57,2010-09-27T00:00:00Z,33,82.93,244.83,83.33,Qatalyst Partners,33,United States,Hewlett Packard Co,Computer storage devices,Public,Hewlett Packard Co,100,100,0,PAR,Disclosed Value|Tender Offers,2065.315,1961.019,100,JP Morgan,NA,2010-08-23T00:00:00Z,High Technology,Computers & Peripherals,High Technology,Computers & Peripherals,United States,88580F,California,Tender Offer,Merger,Friendly,TRUE,FALSE,California,NA,True,1,TRUE,35,2010,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.33,TRUE,TRUE,TRUE,TRUE,TRUE,68.62548371673044,0.08659217877094973,0.3225806451612903,2.08955223880597,4.079601990049751,0.6907368390423141,68.91771462521042,7.338551859099804,-0.5447761194029851,2.9850746268656714,10.248756218905472,0.5389760341577863,-0.04859058039671556,-0.5335964319656652,-0.456600253047856,-0.25511059381318035,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,82.93,244.83,1,Co,Co_2010,1,1,1,1,1,0,0,0,0,22.10755380379376,18.158527911345157,22.693774762196952,18.974403590833507,9.215327913487222,9.220191688026556,10050,10099
8point3 Energy Partners LP___2018-02-05,8point3 Energy Partners LP,2018-02-05,0001635581,0001564590-17-000660,2017-01-26,375,16030,26521,3091348020,Completed,134,0,13.09,13.83,12.55,2018-06-19T00:00:00Z,12.35,-5.65,-1.59,-10.7,Evercore Partners|Bank of America Merrill Lynch|Goldman Sachs & Co,12.35,United States,CD Clean Energy & Infrastructure V JV LLC,Electric services,Public,8minutenergy Renewables LLC,100,100,0,CAFD,Disclosed Value,976.745,1655.293,100,Mitsubishi UFJ Financial Group,NA,2018-02-05T00:00:00Z,Energy and Power,Power,Energy and Power,Power,United States,282539,California,Going Private,Merger,Friendly,FALSE,FALSE,California,3670831116|3674045116,NA,1,TRUE,134,2018,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10.7,TRUE,TRUE,TRUE,TRUE,TRUE,48.41223813530101,0.04943820224719101,0.3181818181818182,1.7945588974230136,3.8044648625367885,0.46382171702703967,51.81447700368717,7.1772161563716885,-0.7670454545454546,1.435647117938411,11.126265164022684,-0.6594067173916538,-1.1938137019341035,-1.247270522661671,-1.7919507761976248,-1.750950056350892,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,-5.65,-1.59,1,El,El_2018,1,1,1,1,1,0,0,0,0,24.404536659194974,20.298169582273896,26.46378664057192,22.18474369342115,9.541871851706224,10.156772260762324,13931,25765
99 Cents Only Stores___2011-03-11,99 Cents Only Stores,2011-03-11,0001011290,0001140361-10-023307,2010-05-27,288,8990,5134,2289142020,Withdrawn,-999,33,16.68,16.26,16.63,NA,19.09,14.45,14.79,17.4,Lazard,19.09,United States,Investor Group,Variety stores,Public,Investor Group,0,100,0,NDN,Leveraged Buyouts|Disclosed Value,896.284,721.269,33,Guggenheim Securities LLC,2012-01-13T00:00:00Z,2011-03-11T00:00:00Z,Retail,Discount and Department Store Retailing,Financials,Other Financials,United States,65440K,California,Secondary Buyout|Leveraged Buyout|Institutional Buyout|Financial Acquiror|Going Private|Acquiror Is An Investor Group,Merger,Friendly,FALSE,FALSE,Foreign,NA,False|True,0,TRUE,NA,2011,3,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,17.4,TRUE,TRUE,TRUE,TRUE,TRUE,74.95577662794881,0.0981012658227848,0.8064516129032258,1.680672268907563,3.6199095022624435,0.20415206419567677,61.80344478216819,12.13069849344551,-0.5103448275862069,4.524886877828054,14.091790562378797,1.434414422528382,0.1357544138877272,-0.5054636738165291,-1.6018631579190503,-0.9169250768839805,sic2,sic2,sic2,sic2,sic2,14.45,14.79,0,Va,Va_2011,1,1,1,1,0,0,0,0,0,18.725720141544226,14.94277050197827,24.946195919691792,20.48189218174669,8.953510763007166,8.504107951867582,7735,4935
99 Cents Only Stores___2011-10-11,99 Cents Only Stores,2011-10-11,0001011290,0001140361-11-030040,2011-05-26,138,8424,5399,2351701020,Completed,94,0,16.68,16.26,16.63,2012-01-13T00:00:00Z,22,31.89,32.29,35.3,Lazard|Guggenheim Partners LLC,NA,United States,Investor Group,Variety stores,Public,Investor Group,100,100,0,NDN,Leveraged Buyouts|Disclosed Value,1563.151,1351.889,100,RBC Capital Markets|BMO Capital Markets,NA,2011-10-11T00:00:00Z,Retail,Discount and Department Store Retailing,Financials,Other Financials,Canada,65440K,California,Acquiror Is An Investor Group|Financial Acquiror|Going Private|Leveraged Buyout|Rumored Deal|Institutional Buyout,Merger,Friendly,FALSE,TRUE,Foreign,2784321116|2815635116,True,1,TRUE,94,2011,10,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.3,TRUE,TRUE,TRUE,TRUE,TRUE,75.650260937885207,0.13333333333333333,0.8421052631578947,1.816911250873515,4.472396925227113,0.21854751947127926,59.907834101382484,10.788690476190476,-0.46846846846846846,4.053109713487072,11.320754716981131,1.5079194795904312,1.6404066725723865,-0.39437399424092895,-1.7551691549007493,-0.7679351708608914,sic2,sic2,sic2,sic2,sic2,31.89,32.29,1,Va,Va_2011,1,1,1,1,1,0,0,0,0,18.976021207893627,15.232077154568934,25.00725954540786,20.556542409142946,8.875566691990551,8.557951183888406,7155,5208
A C Moore Arts & Crafts Inc___2011-10-04,A C Moore Arts & Crafts Inc,2011-10-04,0001042809,0000950123-11-031615,2011-03-31,187,8397,5343,2281251020,Completed,45,0,2.44,2.29,2.42,2011-11-18T00:00:00Z,1.6,-34.43,-33.88,-30.13,Janney Montgomery Scott LLC,NA,United States,SBAR'S Inc,"Hobby, toy, and game shops",Public,SBAR'S Inc,100,100,0,ACMR,Tender Offers|Disclosed Value,40.842,53.376,100,NA,NA,2011-10-04T00:00:00Z,Retail,Other Retailing,Consumer Products and Services,Other Consumer Products,United States,00086T,New Jersey,Tender Offer|Going Private|Tender/Merger,Merger,Friendly,TRUE,FALSE,New Jersey,NA,NA,1,TRUE,45,2011,10,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-30.13,TRUE,TRUE,TRUE,TRUE,TRUE,56.160525662040776,0.06769230769230769,0.6818181818181818,1.7261219792865363,4.602991944764097,0.884403462946526,76.31474891261368,22.039095438865466,-0.31746031746031744,9.205983889528193,17.836593785960876,-0.5295321631139933,-0.3902452261500109,1.8140619267313811,1.117209334494674,0.5677392346356239,sic2,sic2,sic2,sic2,sic2,-34.43,-33.88,1,Ho,Ho_2011,1,1,1,1,1,0,0,0,0,18.06343332892824,14.244508105698547,19.72744600033502,15.908329281377757,8.846784666945227,8.52872642722991,6952,5058
A Schulman Inc___2018-02-15,A Schulman Inc,2018-02-15,0000087565,0000087565-17-000051,2017-10-25,113,15900,6535,3213959020,Completed,187,0,38.65,35.55,38.25,2018-08-21T00:00:00Z,42,8.67,9.8,18.14,Citi,NA,United States,LyondellBasell Industries NV,Plastics materials and synthetic resins,Public,LyondellBasell Industries NV,100,100,0,SHLM,Disclosed Value,2043.256,3007.751,100,Dyal Co|JP Morgan,NA,2018-02-15T00:00:00Z,Materials,Chemicals,Materials,Chemicals,United States,808194,Ohio,Not Applicable,Merger,Friendly,FALSE,FALSE,Texas,NA,NA,1,TRUE,187,2018,2,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,18.14,TRUE,TRUE,TRUE,TRUE,TRUE,77.29563513382145,0.046511627906976744,0.45454545454545453,1.0840108401084012,3.0197444831591174,0.7495571508918912,88.66075594960336,4.1500153704272975,-0.5203252032520326,6.813782423538521,21.680216802168022,1.5953842847982787,-1.1543557883151145,0.6245693369128938,1.1227734961892792,-0.6199915283817329,sic2,sic2,sic2,sic2,sic2,8.67,9.8,1,Pl,Pl_2018,1,1,1,1,1,0,0,0,0,21.991086273156398,18.11112320766522,23.01720031120953,19.16930277096176,9.46614470552994,8.768574284141687,12915,6429
A10 Networks Inc___2022-11-01,A10 Networks Inc,2022-11-01,0001580808,0001580808-22-000053,2022-03-08,238,6802,21188,3996421020,Withdrawn,-999,0,16.8,16.46,14.18,NA,NA,NA,NA,NA,NA,NA,United States,A10 Networks Inc,Prepackaged Software,Public,A10 Networks Inc,0,100,0,ATEN,Repurchases,50,50,NA,NA,2023-10-31T00:00:00Z,2022-11-01T00:00:00Z,High Technology,Software,High Technology,Software,United States,002121,California,Open Market Purchase|Privately Negotiated Purchase|Repurchase|Financial Acquiror,Buyback,No Applicable,FALSE,FALSE,California,NA,NA,0,TRUE,NA,2022,11,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,101.56813646217203,0.053811659192825115,0.25,1.237404984974368,3.5354428142124803,0.6909572151955123,79.96953541507997,7.156737286127305,-0.21428571428571427,4.772847799186848,7.424429909846208,2.8384159031420766,-0.9464976321719016,1.3985525257492502,1.4200640172367556,-0.02164382845291304,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,NA,NA,0,Pr,Pr_2022,1,1,0,1,0,0,0,0,0,21.331377070872094,17.47991798198831,22.71348985166683,19.078924106218327,8.640648995343156,9.952658596542577,5657,21008
AAR Corp___2015-04-27,AAR Corp,2015-04-27,0000001750,0001047469-14-006243,2014-07-17,284,6593,4269,2748360020,Completed,32,0,30.14,29.86,31.46,2015-05-29T00:00:00Z,32,6.17,1.72,7.17,NA,NA,United States,AAR Corp,Airports and airport terminal services,Public,AAR Corp,10.513,100,0,AIR,Self-Tenders,135,135,10.513,NA,NA,2015-04-27T00:00:00Z,Industrials,Transportation & Infrastructure,Industrials,Transportation & Infrastructure,United States,000361,Illinois,Tender Offer|Dutch Auction Tender Offer|Self-Tender,Buyback,No Applicable,TRUE,FALSE,Illinois,NA,NA,1,TRUE,32,2015,4,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.17,TRUE,TRUE,TRUE,TRUE,TRUE,60.04411447064214,0.09183673469387756,0.6111111111111112,1.549186676994578,7.358636715724245,0.37436823624058024,73.93364928909953,12.944222169922336,-0.29310344827586204,3.872966692486445,7.164988381099923,-0.26593610190962447,-0.15995018499994426,-0.2423798451142739,0.8046391985814637,0.23242472349708035,sic2,sic2,sic2,sic2,sic2,6.17,1.72,1,Ai,Ai_2015,1,1,1,1,1,0,0,0,0,19.97792927962593,16.429639107103203,22.120880185877766,18.00459364089311,8.549466751966532,8.347590407030058,5164,4220
ABIOMED Inc___2022-11-01,ABIOMED Inc,2022-11-01,0000815094,0000950170-22-010402,2022-05-20,165,5542,16109,3995248020,Completed,51,0,252.08,264.29,264.01,2022-12-22T00:00:00Z,380,50.75,43.93,43.78,Goldman Sachs & Co|Stephens Inc,NA,United States,Johnson & Johnson,Surgical and medical instruments and apparatus,Public,Johnson & Johnson,100,91.617,0,ABMD,Disclosed Value|Tender Offers,19182.376,18362.004,100,JP Morgan Securities LLC,NA,2022-11-01T00:00:00Z,Healthcare,Healthcare Equipment & Supplies,Healthcare,Pharmaceuticals,United States,003654,Massachusetts,Tender Offer|Tender/Merger,Merger,Friendly,TRUE,FALSE,New Jersey,NA,NA,1,TRUE,51,2022,11,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43.78,TRUE,TRUE,TRUE,TRUE,TRUE,52.978137782193855,0.047619047619047616,0.14285714285714285,0.4370629370629371,3.2779720279720284,0.37892045657726336,72.70672443021284,4.962935042090715,-0.05,6.118881118881119,6.774475524475525,-0.2919963783442484,-1.0393133788415265,-1.210495732895631,0.5181216565326096,1.6744205584859844,sic2,sic2,sic2,sic2,sic2,50.75,43.93,1,Su,Su_2022,1,1,1,1,1,0,0,0,0,23.38064957637805,19.48508174574504,22.989643295711645,19.20944874157148,8.428580533059634,9.675771061251782,4576,15927
ACI Worldwide Inc___2012-09-13,ACI Worldwide Inc,2012-09-13,0000935036,0001193125-12-072292,2012-02-22,204,14807,6539,2450411020,Completed,1988,0,44.87,45.56,44.98,2018-02-22T00:00:00Z,44.87,0,-0.24,-1.51,NA,NA,United States,ACI Worldwide Inc,Prepackaged Software,Public,ACI Worldwide Inc,4.225,100,0,ACIW,Repurchases,536.525,536.525,4.225,NA,NA,2012-09-13T00:00:00Z,High Technology,Internet Software & Services,High Technology,Internet Software & Services,United States,004498,Florida,Open Market Purchase|Repurchase|Privately Negotiated Purchase,Buyback,No Applicable,FALSE,FALSE,Florida,NA,NA,1,TRUE,1988,2012,9,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1.51,TRUE,TRUE,TRUE,TRUE,TRUE,55.51038251473108,0.058315334773218146,0.3333333333333333,2.507887711350214,5.015775422700428,0.6469835528730155,89.56602031394274,5.980677810151818,-0.3631578947368421,4.853976215516544,10.436048863360568,-0.2667674544133486,-0.9831897097539767,0.9807335059007465,1.8923575352563629,0.23003044313598284,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,0,-0.24,1,Pr,Pr_2012,1,1,1,1,1,0,0,0,0,21.609073515242397,17.299292936658407,23.227529116858115,19.207107372871494,9.422301633887823,8.779249716229046,12361,6498
ACNB Corp___2022-10-24,ACNB Corp,2022-10-24,0000715579,0000715579-22-000018,2022-03-14,224,17069,10000,4427194020,Withdrawn,-999,0,33.14,32,30.77,NA,NA,NA,NA,NA,NA,NA,United States,ACNB Corp,"Commercial banks, nec",Public,ACNB Corp,0,100,0,ACNB,Repurchases,7.476,7.476,NA,NA,2025-06-18T00:00:00Z,2022-10-24T00:00:00Z,Financials,Banks,Financials,Banks,United States,000868,Pennsylvania,Repurchase|Privately Negotiated Purchase|Open Market Purchase,Buyback,No Applicable,FALSE,FALSE,Pennsylvania,NA,NA,0,TRUE,NA,2022,10,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,78.09301439306826,0.04982817869415808,0.5172413793103449,1.567398119122257,2.725909772386534,0.8097978876648113,81.24937230089384,3.407838027463165,-0.691131498470948,3.4073872154831677,18.808777429467085,1.9981603263058514,-0.9455523091604963,1.0226916144912992,1.4591457451165637,-1.5689573530552652,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,NA,NA,0,Co,Co_2022,1,1,0,1,0,0,0,0,0,21.51860186865632,17.00821311823621,22.652116117681558,18.331782328218157,9.59383249927394,9.206031100388085,14674,9957
ACR Group Inc___2007-07-05,ACR Group Inc,2007-07-05,0000711307,0001193125-06-121238,2006-05-30,401,5364,842,1885402020,Completed,36,0,4.6,4.65,4.74,2007-08-10T00:00:00Z,6.75,46.74,42.41,45.16,Houlihan Lokey,NA,United States,Watsco Inc,Warm air heating and air-conditioning equipment,Public,Watsco Inc,100,100,0,ACRG,Disclosed Value|Tender Offers,81.43,110.112,100,NA,NA,2007-07-05T00:00:00Z,Industrials,Building/Construction & Engineering,Industrials,Building/Construction & Engineering,United States,00087B,Texas,Tender/Merger|Tender Offer,Merger,Friendly,TRUE,FALSE,Florida,2283959116,NA,1,TRUE,36,2007,7,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45.16,TRUE,TRUE,TRUE,TRUE,TRUE,39.09218173070681,0.05319148936170213,0.4,4.125412541254126,4.3316831683168315,0.7767550415304724,59.6252129471891,10.101010101010102,-0.2719298245614035,8.457095709570957,14.851485148514852,-1.5669095133649782,-0.7039836329915459,1.7257243753488896,-0.9364230726121274,0.5351461895942738,sic2,sic2,sic2,sic2,sic2,46.74,42.41,1,Wa,Wa_2007,1,1,1,1,1,0,0,0,0,19.85625810168515,15.325653175860584,19.914094601051126,15.924904443382704,8.48632152774915,6.375024819828097,4848,587
ADC Telecommunications Inc___2010-07-13,ADC Telecommunications Inc,2010-07-13,0000061478,0000950152-08-010514,2008-12-22,568,14188,7502,2201491020,Completed,149,0,8.85,7.63,8.24,2010-12-09T00:00:00Z,12.75,44.07,54.73,67.1,Houlihan Lokey|Morgan Stanley,12.75,United States,Tyco Electronics Minnesota Inc,"Communications equipment, nec",Public,Tyco Electronics Ltd,100,100,0,ADCT,Disclosed Value|Tender Offers,1237.093,1258.093,100,Barclays,NA,2010-07-13T00:00:00Z,Telecommunications,Telecommunications Equipment,High Technology,Electronics,United States,000886,Minnesota,Going Private|Tender/Merger|Tender Offer,Merger,Friendly,TRUE,TRUE,Minnesota,NA,NA,1,TRUE,149,2010,7,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67.1,TRUE,TRUE,TRUE,TRUE,TRUE,57.281373318349445,0.08870967741935484,0.5454545454545454,2.910958904109589,4.623287671232877,0.7464375998342536,72.31404958677686,9.413369713506139,-0.4522058823529412,6.335616438356165,16.866438356164384,0.0014066155856991044,-0.00505035574360917,0.17876164899297817,-0.04750917473536055,0.17752518998593114,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,44.07,54.73,1,Co,Co_2010,1,1,1,1,1,0,0,0,0,20.112268178833148,16.43238800371984,21.027709245436206,17.369892668564294,9.365633256382218,8.890135107818843,11680,7260
ADESA Inc___2006-12-22,ADESA Inc,2006-12-22,0001281949,0001047469-06-003554,2006-03-16,281,15410,4166,1824596020,Completed,119,0,25.4,25.81,26.8,2007-04-20T00:00:00Z,27.85,9.65,3.92,7.9,Credit Suisse Group|UBS Investment Bank,NA,United States,KAR Holdings II LLC,Automobiles and other motor vehicles,Public,KAR Holdings II LLC,100,100,0,KAR,Leveraged Buyouts|Disclosed Value,2556.451,2697.951,100,Goldman Sachs & Co,NA,2006-12-22T00:00:00Z,Retail,Automotive Retailing,Financials,Other Financials,United States,00686U,Indiana,Institutional Buyout|Acquiror Is An Investor Group|Leveraged Buyout|Going Private|Financial Acquiror,Merger,Friendly,FALSE,FALSE,New York,1858572011|1858573011|1858574011|2232652116|2232653116|2246826116|2249111116|2249112116,NA,1,TRUE,119,2006,12,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.9,TRUE,TRUE,TRUE,TRUE,TRUE,57.41903397611544,0.09230769230769231,0.6190476190476191,2.998974035198485,4.103859206061085,0.2274959921592462,59.43152454780362,10.79136690647482,-0.40148698884758366,6.313629547786284,14.837029437297767,-0.8208112102112375,0.06249552596128434,-1.28674482390468,-0.7581076532014074,0.008009300538853955,year,year,year,year,year,9.65,3.92,1,Au,Au_2006,1,1,1,1,1,0,0,0,0,23.33113466823714,18.498746760895177,23.746326508604092,18.574361279290105,9.447071196798909,8.261009786023827,12671,3870
AEP Industries Inc___2016-08-25,AEP Industries Inc,2016-08-25,0000785787,0001193125-16-429901,2016-01-14,224,6584,7936,2998550020,Completed,148,0,76.97,77.8,83.66,2017-01-20T00:00:00Z,110,42.91,31.48,41.39,Bank of America Merrill Lynch,NA,United States,Berry Plastics Group Inc,Unsupported plastics film and sheet,Public,Berry Plastics Grp Inc,100,50.347,49.653,AEPI,Disclosed Value,566.451,713.836,100,Citi,NA,2016-08-25T00:00:00Z,Materials,Containers & Packaging,Materials,Other Materials,United States,001031,New Jersey,Stock Swap|Reverse Takeover,Merger,Friendly,FALSE,FALSE,Indiana,3392384116,NA,1,TRUE,148,2016,8,Mixed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41.39,TRUE,TRUE,TRUE,TRUE,TRUE,69.01156056268978,0.13125,0.8571428571428571,1.1439466158245948,3.4318398474737846,0.8067034090858057,70.21951864586089,10.084033613445378,-0.3783783783783784,6.48236415633937,14.489990467111534,0.6956417708157521,0.7578451491554835,0.6988320064301978,0.012360367911041793,0.17403615953602833,year,year,year,year,year,42.91,31.48,1,Un,Un_2016,1,1,1,1,1,0,0,0,0,24.306750210614997,20.18416148904802,23.19556714471969,19.388076923076927,8.565030520830398,8.930890984450878,5245,7562
AG Mortgage Investment Trust Inc___2015-11-05,AG Mortgage Investment Trust Inc,2015-11-05,0001514281,0001144204-15-013300,2015-03-02,248,23078,23690,3989587020,Completed,2429,0,15.3,15.18,16.17,2022-06-30T00:00:00Z,NA,NA,NA,NA,NA,NA,United States,AG Mortgage Investment Trust Inc,Real estate investment trusts,Public,AG Mortgage Investment Trust,5.047,100,0,MITT,Repurchases,25,25,5.047,NA,NA,2015-11-05T00:00:00Z,Real Estate,REITs,Real Estate,REITs,United States,001228,New York,Repurchase|Open Market Purchase|Privately Negotiated Purchase,Buyback,No Applicable,FALSE,FALSE,New York,NA,NA,1,TRUE,2429,2015,11,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,111.05604924424256,0.082,0.2926829268292683,3.7134259555669376,4.3536718099750304,0.549826660148894,57.93647354508818,11.08495613096512,-0.4385245901639344,4.3536718099750304,11.204302452141622,2.46324589746882,0.43071378545137695,0.46050747250175006,-0.5872003516296875,-0.5927545623436049,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,NA,NA,1,Re,Re_2015,1,1,0,1,1,0,0,0,0,24.345898280109594,19.383124147793414,23.056349484652284,18.959559653220456,9.656243400857722,10.046591729504579,15619,23077
AGA Medical Holdings Inc___2010-10-18,AGA Medical Holdings Inc,2010-10-18,0001421419,0001047469-10-001770,2010-03-04,228,14936,14094,2230699020,Completed,31,0,14.71,14.5,14.7,2010-11-18T00:00:00Z,20.801,41.41,41.5,43.46,Piper Jaffray Cos,NA,United States,Asteroid Subsidiary Corp,Electromedical and electrotherapeutic apparatus,Public,St Jude Medical Inc,100,42.513,0,AGAM,Disclosed Value|Tender Offers,1300.224,1277.271,100,Bank of America Merrill Lynch,NA,2010-10-18T00:00:00Z,Healthcare,Healthcare Equipment & Supplies,Financials,Other Financials,United States,008368,Minnesota,Stock Swap|Tender/Merger|Tender Offer,Merger,Friendly,TRUE,FALSE,Delaware,NA,NA,1,TRUE,31,2010,10,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43.46,TRUE,TRUE,TRUE,TRUE,TRUE,56.131626039981725,0.14382022471910114,0.6875,2.01363073110285,3.2527881040892193,0.8042010685188761,66.57608695652173,11.087420042643924,-0.4642857142857143,4.0272614622057,11.074969021065675,-0.1408828001848419,0.4426126292407575,0.1925092680787015,-0.9070538221101537,-0.3142216863607552,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,41.41,41.5,1,El,El_2010,1,1,1,1,1,0,0,0,0,21.812598818069958,17.88212199346174,21.363017281564222,17.721684432852573,9.46591239050973,9.545669097895317,12912,13984
AGL Resources Inc___2015-08-24,AGL Resources Inc,2015-08-24,0001004155,0001004155-15-000004,2015-02-12,193,19554,6653,2793763020,Completed,312,0,47.86,49.82,47.63,2016-07-01T00:00:00Z,66,37.9,38.57,32.48,Goldman Sachs & Co,NA,United States,Southern Co,Natural gas distribution,Public,Southern Co,100,100,0,GAS,Disclosed Value,7944.362,11955.362,100,Citi,NA,2015-08-24T00:00:00Z,Energy and Power,Oil & Gas,Energy and Power,Power,United States,001204,Georgia,Not Applicable,Merger,Friendly,FALSE,FALSE,Georgia,3156415116|3166697116|3166698116|3197300116,NA,1,TRUE,312,2015,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.48,TRUE,TRUE,TRUE,TRUE,TRUE,46.00803879542041,0.12476007677543186,0.4,2.7107438016528924,4.8264462809917354,0.6134595781750097,64.46308172997861,6.637526307268901,-0.22692307692307692,6.6115702479338845,10.512396694214877,-0.9399484606862709,1.020779923865752,1.0054970056480583,-0.11945593555528981,0.9432578547894633,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,37.9,38.57,1,Na,Na_2015,1,1,1,1,1,0,0,0,0,22.717664041742122,18.980487532639682,20.554947762705275,16.87649861982639,9.624104282899042,8.71292443512011,15125,6081
AGNC Investment Corp___2019-07-24,AGNC Investment Corp,2019-07-24,0001423689,0001423689-19-000007,2019-02-22,152,13958,14396,3433704020,Withdrawn,-999,0,17.54,17.37,16.77,NA,NA,NA,NA,NA,NA,NA,United States,AGNC Investment Corp,Real estate investment trusts,Public,AGNC Investment Corp,0,100,0,AGNC,Repurchases,1000,1000,NA,NA,2021-10-21T00:00:00Z,2019-07-24T00:00:00Z,Real Estate,REITs,Real Estate,REITs,United States,00123Q,Maryland,Privately Negotiated Purchase|Open Market Purchase|Repurchase,Buyback,No Applicable,FALSE,FALSE,Maryland,NA,NA,0,TRUE,NA,2019,7,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,95.13659686619538,0.05190311418685121,0.6666666666666666,1.3948390953472152,4.4834113779017635,0.4664121348059157,64.40986823661339,7.7853468650076465,-0.36024844720496896,5.0811995616219985,10.859818670917605,1.4674752469110905,-0.6624110799565062,-0.005030151023667664,0.3700345716793887,-0.37709799918483805,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,NA,NA,0,Re,Re_2019,1,1,0,1,0,0,0,0,0,23.751732841274425,19.318381113310384,22.581500917323222,18.55575158811286,9.2140335438138,9.565774546478782,10037,14268
