x1,deal_number,acquiror_name,target_name,deal_type,deal_status,deal_value_th_usd,announced_date,completed_date,withdrawn_date_10,withdrawn_date_11,initial_stake_percent,acquired_stake_percent,target_ticker,target_stock_exchange_s_listed,deal_completed,cik,sec_name
2103,1941049767,"NATIVE SA, THE",PADDLE8 INC.,Minority stake 15%,Completed,8836.31341913895,2018-01-23T00:00:00Z,2018-01-23T00:00:00Z,NA,NA,0.00000,15.00000,NA,NA,1,NA,NA
2104,1941055361,WIPRO LTD,DENIM GROUP LTD,Minority stake 33%,Completed Assumed,8800,2018-03-01T00:00:00Z,NA,NA,NA,0.00000,33.00000,NA,NA,0,NA,NA
2105,1941156935,LEARNING TECHNOLOGIES GROUP PLC,WATERSHED SYSTEMS INC.,Acquisition increased from 30% to 100%,Completed,8700,2018-11-15T00:00:00Z,2018-11-15T00:00:00Z,NA,NA,30.00000,70.00000,NA,NA,1,NA,NA
2106,1941064014,IDEAGEN PLC,MEDFORCE TECHNOLOGIES INC.,Acquisition 100%,Completed,8700,2018-04-06T00:00:00Z,2018-04-06T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2107,1941124572,BREAKING DATA CORPORATION,ORYX GAMING INTERNATIONAL LLC,Acquisition 100%,Completed Assumed,8682.00255598155,2018-08-22T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2108,1941329307,PENNSYLVANIA AMERICAN WATER COMPANY,SADSBURY TOWNSHIP'S WASTEWATER SYSTEM ASSETS,Acquisition 100%,Completed,8600,2018-05-02T00:00:00Z,2019-03-06T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2109,1941096872,MACKINAC FINANCIAL CORPORATION,LINCOLN COMMUNITY BANK,Acquisition 100%,Completed Assumed,8500,2018-06-07T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2110,1941074004,PROLOGIS INC.,DCT INDUSTRIAL TRUST INC.,Acquisition 100%,Completed,8500,2018-04-29T00:00:00Z,2018-08-22T00:00:00Z,NA,NA,0.00000,100.00000,DCT,New York Stock Exchange (NYSE),1,NA,NA
2111,1941067336,APRICUS BIOSCIENCES INC.,SEELOS THERAPEUTICS INC.,Acquisition 100%,Completed Assumed,8467,2018-07-30T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2112,2007353553,MR MOSHE (MORI) ARKIN,EIGER BIOPHARMACEUTICALS INC.,Minority stake 10.09%,Completed,8292,2018-12-31T00:00:00Z,2023-04-10T00:00:00Z,NA,NA,0.00000,10.09000,EIGRQ,NASDAQ/NMS (Global Market) / Boerse Berlin / Boerse Stuttgart,1,NA,NA
2113,1941098903,WISETECH GLOBAL LTD,PIERBRIDGE INC.,Acquisition 100%,Completed,8233.85329274253,2018-06-20T00:00:00Z,2018-06-20T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2114,1909433049,DRAFTDAY FANTASY SPORTS INC.,RANT INC.'S ASSETS,Acquisition 100%,Completed Assumed,8211,2016-04-29T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2115,1941163372,HESKA IMAGING LLC,CUATTRO LLC'S SOFTWARE ASSETS,Acquisition 100%,Completed Assumed,8200,2018-11-30T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2116,1943029990,EBIX INC.,SMARTCLASS EDUCATIONAL SERVICES PVT LTD,Acquisition 60%,Completed Assumed,8000,2018-04-19T00:00:00Z,NA,NA,NA,0.00000,60.00000,NA,NA,0,NA,NA
2117,1941165160,SNAP INC.,TELEPORT FUTURE TECHNOLOGIES INC.,Acquisition 100%,Completed,8000,2018-11-30T00:00:00Z,2018-11-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2118,1941113464,CATENA MEDIA PLC,LEAPRATE,Acquisition 100%,Completed Assumed,8000,2018-07-25T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2119,1941084959,BALLARD BRANDS LLC,GARCES RESTAURANT GROUP LLC'S ASSETS,Acquisition 100%,Completed,8000,2018-05-02T00:00:00Z,2018-07-10T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2120,1943026537,MATRIX MANAGEMENT CORPORATION,"HANGZHOU XIANYIN INFORMATION TECHNOLOGY CO., LTD",Minority stake 20%,Completed,7950.06402199436,2018-03-30T00:00:00Z,2018-03-30T00:00:00Z,NA,NA,Unknown %,20.00000,NA,NA,1,NA,NA
2121,1909647283,OLD POINT FINANCIAL CORPORATION,CNB BANCORP INC.,Acquisition 100%,Completed,7900,2017-10-30T00:00:00Z,2018-04-01T00:00:00Z,NA,NA,0.00000,100.00000,CNBV,OTC Bulletin Board / OTC Pink Market,1,NA,NA
2122,1943034835,GUANGZHOU JIDOU INVESTMENT MANAGEMENT PARTNERSHIP ENTERPRISE (LP),"MAYA TECHNOLOGY (GUANGZHOU) CO., LTD",Minority stake 20%,Completed,7834.64891581686,2018-05-21T00:00:00Z,2018-05-21T00:00:00Z,NA,NA,Unknown %,20.00000,NA,NA,1,NA,NA
2123,1941196419,RICEBRAN TECHNOLOGIES,GOLDEN RIDGE RICE MILLS LLC'S ASSETS,Acquisition 100%,Completed,7800,2018-11-28T00:00:00Z,2018-11-28T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2124,1941624078,US PHYSICAL THERAPY INC.,UNDISCLOSED FOUR CLINIC PHYSICAL THERAPY PRACTICE IN MINNESOTA,Acquisition 70%,Completed,7700,2018-09-04T00:00:00Z,2018-09-04T00:00:00Z,NA,NA,0.00000,70.00000,NA,NA,1,NA,NA
2125,1941148618,ATOM ENERGY INC.,6TH WAVE INNOVATIONS CORPORATION,Acquisition 100%,Completed Assumed,7700,2018-09-11T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2126,1909650576,1ST CONSTITUTION BANCORP,NEW JERSEY COMMUNITY BANK,Acquisition 100%,Completed,7600,2017-11-06T00:00:00Z,2018-04-12T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2127,1941122433,NA,OP HOLDINGS JV LLC'S TERRA PARK ASSETS,Acquisition 100%,Completed,7580,2018-08-13T00:00:00Z,2018-08-13T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2128,1941041604,EMERGENT CAPITAL INC.,SHERMAN CLAY & CO.,Acquisition 100%,Completed Assumed,7560,2018-01-22T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2129,1941062974,HELIOS & MATHESON ANALYTICS INC.,MOVIEFONE INC.' ASSETS,Acquisition 100%,Completed,7553,2018-04-04T00:00:00Z,2018-04-04T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2130,1941098284,"BASCOM GROUP LLC, THE",SLEEPY HOLLOW APARTMENTS,Institutional buy-out 100%,Completed,7540,2018-06-15T00:00:00Z,2018-06-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2131,1943140347,ORBIMED ADVISORS LLC,VIVIMED LABS (MASCARENE) LTD,Minority stake 24.048%,Completed,7500,2018-01-01T00:00:00Z,2018-01-01T00:00:00Z,NA,NA,Unknown %,24.04800,NA,NA,1,NA,NA
2132,1941155262,HEXAGON COMPOSITES ASA,DIGITAL WAVE CORPORATION,Acquisition 100%,Completed Assumed,7500,2018-10-26T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2133,1941111777,CATENA MEDIA PLC,HAMMERSTONE INC.,Acquisition 100%,Completed,7500,2018-06-13T00:00:00Z,2018-06-13T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2134,1941094933,PARADOX INTERACTIVE AB,HAREBRAINED SCHEMES LLC,Acquisition 100%,Completed,7500,2018-06-05T00:00:00Z,2018-06-05T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2135,1909470095,MR ZHENYU LI,UGE HOLDINGS INC.,Acquisition 100%,Completed Assumed,7500,2016-08-03T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2136,1941111708,"KEVIN ROSS GRUNEICH LEGACY TRUST, THE",LEARNING TREE INTERNATIONAL INC.,Acquisition 56.7%,Completed,7495,2018-06-29T00:00:00Z,2018-06-29T00:00:00Z,NA,NA,Unknown %,56.70000,LTRE,OTC Bulletin Board,1,NA,NA
2137,1941164510,BLACKROCK INC.,ENDO INTERNATIONAL PLC,Minority stake 15.01%,Completed,7405.1823791624,2018-12-07T00:00:00Z,2018-12-07T00:00:00Z,NA,NA,0.00000,15.01000,ENDPQ,Toronto Stock Exchange,1,NA,NA
2138,1941136875,NA,WORKHORSE GROUP INC.,Minority stake 10.21%,Completed Assumed,7190,2018-08-18T00:00:00Z,NA,NA,NA,Unknown %,10.21000,WKHS,NASDAQ National Market / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hannover / Boerse Hamburg / Boerse Munchen / Boerse Stuttgart / London Stock Exchange / Bolsa Mexicana de Valores / OTC Pink Market,0,0001425287,Workhorse Group Inc.
2139,1941108325,IZEA INC.,TAPINFLUENCE INC.,Acquisition 100%,Completed,7075,2018-07-12T00:00:00Z,2018-07-26T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2140,1941165322,CITIGROUP INC.,AVENG LTD,Minority stake 10.312%,Completed,7046.56346726162,2018-12-10T00:00:00Z,2018-12-10T00:00:00Z,NA,NA,Unknown %,10.31200,AEG,Johannesburg Stock Exchange / Boerse Berlin / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart / A2X,1,0000769218,AEGON LTD.
2141,1941166984,SONATA SOFTWARE NORTH AMERICA INC.,SOPRIS SYSTEMS LLC,Acquisition 100%,Completed Assumed,7000,2018-12-13T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2142,1941128949,IDEAGEN PLC,INSPECTIONXPERT INC.,Acquisition 100%,Completed,7000,2018-09-05T00:00:00Z,2018-09-05T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2143,1941077078,SEMTECH CORPORATION,IC INTERCONNECT INC.'S ASSETS,Acquisition 100%,Completed,7000,2018-05-02T00:00:00Z,2018-05-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2144,1941088699,IDENTIV INC.,3VR SECURITY INC.,Acquisition 100%,Completed Assumed,6900,2018-02-06T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2145,1941061238,LBC EXPRESS HOLDINGS INC.,LBC MUNDIAL CORPORATION,Acquisition 100%,Completed,6864,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2146,1909634695,FUTURE MOBILITY SOLUTIONS LTD,WILLARD MARINE INC.,Acquisition 100%,Completed,6850,2018-02-13T00:00:00Z,2018-02-13T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2147,1941093349,MANAGEMENT,MAARS HOLDING BV,Minority stake 48%,Completed Assumed,6772.77219005516,2018-06-06T00:00:00Z,NA,NA,NA,0.00000,48.00000,NA,NA,0,NA,NA
2148,1941075793,AUSTAL LTD,ELECTRAWATCH INC.,Acquisition 100%,Completed,6750,2018-05-02T00:00:00Z,2018-05-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2149,1941090971,PIVOT PHARMACEUTICALS INC.,ERS HOLDINGS LLC,Acquisition 100%,Completed,6702,2018-02-28T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2150,1943063730,NEW PRIDE CORPORATION,GLOBAL BIO CORPORATION,Minority stake 30%,Completed,6675.53189899196,2018-10-17T00:00:00Z,2018-10-17T00:00:00Z,NA,NA,0.00000,30.00000,NA,NA,1,NA,NA
2151,1941107991,LINEAGE GROW COMPANY LTD,WALNUT OAKS LLC,Acquisition increased from 51% to 100%,Completed Assumed,6600,2018-11-22T00:00:00Z,NA,NA,NA,51.00000,49.00000,NA,NA,0,NA,NA
2152,1941132097,RCI HOSPITALITY HOLDINGS INC.,VIP'S GENTLEMEN'S CLUB,Acquisition 100%,Completed Assumed,6500,2018-09-13T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2153,1909414432,SG SPIRIT GOLD INC.,ARCSCAN INC.,Acquisition 100%,Completed Assumed,6464.49138022933,2016-05-26T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2154,1909453721,NA,JAGUAR ANIMAL HEALTH INC.,Minority stake 27.723%,Completed Assumed,6450,2016-06-22T00:00:00Z,NA,NA,NA,Unknown %,27.72300,JAGX,NASDAQ National Market / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Hamburg / Boerse Munchen,0,0001585608,"Jaguar Health, Inc."
2155,1941208141,"CHONGQING REBO LIGHTING & ELECTRONICS CO., LTD",REBO HOLDING USA INC.,Acquisition increased from 60% to 100%,Completed,6169.00806630229,2018-05-21T00:00:00Z,2018-09-11T00:00:00Z,NA,NA,60.00000,40.00000,NA,NA,1,NA,NA
2156,1909530984,RANGE VENTURES LLC,DOME ENERGY AB,Minority stake 28.372%,Completed Assumed,6057.12000127775,2016-12-19T00:00:00Z,NA,NA,NA,Unknown %,28.37200,NA,Nordic Growth Market / Aktietorget,0,NA,NA
2157,1941175206,NSIGHT INC.,RSI INTERNATIONAL SYSTEMS INC.'S ROOMKEYPMS BUSINESS AND ASSETS,Acquisition 100%,Completed,6000,2019-01-09T00:00:00Z,2019-02-13T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2158,1941061938,SMARTCOOL SYSTEMS INC.,TOTAL ENERGY CONCEPTS,Acquisition 100%,Completed,6000,2018-06-19T00:00:00Z,2018-08-28T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2159,1909460969,ASPIRE CAPITAL PARTNERS LLC,APRICUS BIOSCIENCES INC.,Minority stake 23.986%,Completed Assumed,6000,2016-07-06T00:00:00Z,NA,NA,NA,Unknown %,23.98600,SEEL,OTC Bulletin Board / Boerse Munchen / Boerse Stuttgart,0,NA,NA
2160,1907235670,CATHAY CAPITAL PRIVATE EQUITY SAS,"SHANGHAI JINGKE INFORMATION TECHNOLOGY CO., LTD",Minority stake 20%,Completed,6000,2017-08-16T00:00:00Z,2018-08-30T00:00:00Z,NA,NA,Unknown %,20.00000,NA,NA,1,NA,NA
2161,1941191747,CV PARTNERS HOLDINGS LTD,ANCHOR GROUP LTD,Minority stake 10.7%,Completed,5904.23899530774,2018-11-19T00:00:00Z,2018-11-19T00:00:00Z,NA,NA,0.00000,10.70000,NA,NA,1,NA,NA
2162,1941125835,ONE STOP SYSTEMS INC.,CONCEPT DEVELOPMENT INC.,Acquisition 100%,Completed Assumed,5900,2018-08-28T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2163,1909444798,AP DEAUVILLE LLC,PHOENIX BRANDS LLC'S US BASED LAUNDRY BUSINESS,Acquisition 100%,Completed Assumed,5900,2016-05-20T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,PHOENIX BRANDS LLC'S  FABRIC SOFTENER BUSINESS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2164,1909494434,MODERN LAND SEATTLE LLC,MGCW LLC,Acquisition increased from 51% to 76%,Completed Assumed,5820,2016-10-06T00:00:00Z,NA,NA,NA,51.00000,25.00000,NA,NA,0,NA,NA
2165,1941022294,CYBERPROOF INC.,BISEC LTD,Acquisition 100%,Completed Assumed,5800,2018-01-09T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2166,1941069711,CBRE GROUP INC.,MAN PROPERTIES REAL ESTATE CONSULTANTS LTD,Acquisition 100%,Completed,5685.5602507234,2018-04-15T00:00:00Z,2018-04-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2167,1909420140,PAPILLON AGRICULTURAL LLC,PAPILLON AGRICULTURAL COMPANY INC.,Acquisition 100%,Completed Assumed,5554,2016-03-24T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2168,1909633893,MERCHANTS BANCORP,JOY STATE BANK,Acquisition 100%,Completed Assumed,5548,2017-09-25T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2169,1943024178,SEQUOIA CAPITAL OPERATIONS LLC,"HANGZHOU GUANSHU INFORMATION TECHNOLOGY CO., LTD",Minority stake 17.5%,Completed,5527.96682310603,2018-03-20T00:00:00Z,2018-03-20T00:00:00Z,NA,NA,Unknown %,17.50000,NA,NA,1,NA,NA
2170,1941149892,CHEMBIO DIAGNOSTICS INC.,OPTRICON ENTWICKLUNGSGESELLSCHAFT FUR OPTISCHE TECHNOLOGIEN MBH,Acquisition 100%,Completed,5500,2018-10-22T00:00:00Z,2018-11-06T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2171,1909501287,WEG EQUIPAMENTOS ELETRICOS SA,NORTHERN POWER SYSTEMS CORPORATION'S UTILITY WIND ASSETS,Acquisition 100%,Completed Assumed,5300,2016-10-26T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2172,1909424870,LARAMIDE RESOURCES LTD,HYDRO RESOURCES INC.,Acquisition 100%,Completed Assumed,5250,2016-04-08T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2173,1941163126,1042 VENTURES LLC,GLOBAL CRYPTO PUBLIC ACCOUNTING LTD'S ASSETS,Acquisition 100%,Completed Assumed,5200,2018-11-16T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2174,1909432417,NA,ACACIA DIVERSIFIED HOLDINGS INC.,Minority stake 19.297%,Completed Assumed,5125,2016-04-25T00:00:00Z,NA,NA,NA,Unknown %,19.29700,ACCA,OTC Bulletin Board / NASDAQ OMX BX / OTC Pink Market,0,NA,NA
2175,1941171022,LM FUNDING AMERICA INC.,IIU INC.,Acquisition 100%,Completed,5082,2018-12-20T00:00:00Z,2019-01-16T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2176,1941125179,ANIMOCA BRANDS CORPORATION LTD,PIXOWL INC.,Acquisition 100%,Completed Assumed,5075,2018-08-27T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2177,1943076100,IRON MOUNTAIN ASIA PACIFIC HOLDINGS LTD,"GUARANTEE RECORDS MANAGEMENT OF SHANGHAI CO., LTD",Acquisition 100%,Completed,5000,2018-07-10T00:00:00Z,2018-07-10T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,"GUARANTEE STORAGE OF SHANGHAI CO., LTD",NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,GUARANTEE RECORDS MANAGEMENT (BEIJING) LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2178,1943049345,SAGE AUTOMOTIVE INTERIORS INC.,SOKO SEIREN MEXICANA SA DE CV,Acquisition 98.5%,Completed,5000,2018-07-31T00:00:00Z,2019-03-01T00:00:00Z,NA,NA,0.00000,98.50000,NA,NA,1,NA,NA
2179,1941144993,LUNA INNOVATIONS INC.,MICRON OPTICS INC.,Acquisition 100%,Completed,5000,2018-10-15T00:00:00Z,2018-10-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2180,1941098241,PLAYAGS INC.,GAMEIOM TECHNOLOGIES LTD,Acquisition 100%,Completed,5000,2018-06-19T00:00:00Z,2018-06-19T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2181,1941072310,BROOKS AUTOMATION INC.,BIOSPECIMAN CORPORATION,Acquisition 100%,Completed,5000,2018-04-24T00:00:00Z,2018-04-24T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2182,1941070222,HINDUJA GLOBAL SOLUTIONS UK LTD,ELEMENT SOLUTIONS LLC,Acquisition 57%,Completed Assumed,5000,2018-03-29T00:00:00Z,NA,NA,NA,0.00000,57.00000,NA,NA,0,NA,NA
2183,1907150649,CD INTERNATIONAL ENTERPRISES INC.,"CHINA MANOR ASSETS INVESTMENT MANAGEMENT CO., LTD",Acquisition 100%,Completed Assumed,5000,2016-03-09T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2184,1941056425,DESILU PRODUCTIONS INC.,VONETIZE PLC,Minority stake 10%,Completed Assumed,4935,2018-03-18T00:00:00Z,NA,NA,NA,0.00000,10.00000,NA,NA,0,NA,NA
2185,1909427958,NA,URANIUM RESOURCES INC.,Minority stake 48.452%,Completed Assumed,4875,2016-04-15T00:00:00Z,NA,NA,NA,Unknown %,48.45200,WWR,NYSE MKT / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen / Boerse Stuttgart,0,0000839470,"WESTWATER RESOURCES, INC."
2186,1941036247,SEABOARD CORPORATION,UNGA GROUP LTD,Acquisition increased from 53.85% to 69.899% acting in concert,Completed,4827.24525075491,2018-05-21T00:00:00Z,2018-07-20T00:00:00Z,NA,NA,53.85000,16.04900,UNGA,Nairobi Stock Exchange,1,NA,NA
2187,1909513670,STERLING GROUP VENTURES INC.,EUROCLUB HOLDING LTD,Acquisition 100%,Completed Assumed,4756,2016-11-16T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2188,1909315252,DTS8 COFFEE COMPANY LTD,UNNAMED COFFEE ROAST WHOLESALER,Acquisition 100%,Completed Assumed,4700,2016-03-01T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2189,1941009882,GUARANTY FEDERAL BANCSHARES INC.,HOMETOWN BANCSHARES INC.,Acquisition 100%,Completed,4600,2017-12-01T00:00:00Z,2018-04-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2190,1941146167,HIGH HAMPTON HOLDINGS CORPORATION,MOJAVE JANE LLC,Acquisition 100%,Completed Assumed,4600,2018-10-23T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2191,1909404659,THERMOCAST ACQUISITION CORPORATION,INTERNATIONAL THERMOCAST CORPORATION'S ASSETS,Acquisition 100%,Completed Assumed,4510,2016-02-16T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,THE DEKOR CORPORATION'S ASSETS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2192,1943278188,HOLEY HOLDINGS LTD,DISCOVER NY PROJECT COMPANY LLC,Minority stake 19.44%,Completed,4500,2018-11-08T00:00:00Z,2018-11-08T00:00:00Z,NA,NA,0.00000,19.44000,NA,NA,1,NA,NA
2193,1941085746,IN HOUSE REALTY LLC,TRIBUNE PUBLISHING COMPANY LLC' ADVERTISING PLACEMENTS ASSETS,Acquisition 100%,Completed Assumed,4500,2018-05-23T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2194,1941082641,GOOD LIFE NETWORKS INC.,IMPRESSION X INC.,Acquisition 100%,Completed Assumed,4500,2018-08-30T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2195,1909474718,MEDLINK TECHNOLOGIES INC.,PERSEON CORPORATION'S ASSETS,Acquisition 100%,Completed Assumed,4350,2016-05-17T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2196,1941112417,POWER CLOUDS INC,7 SOLAR FARMS IN GERMANY,Acquisition 100%,Completed,4283.2165263432,2018-06-21T00:00:00Z,2018-06-21T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2197,1941108750,FLIR SYSTEMS INC.,SEAPILOT AB,Acquisition 100%,Completed Assumed,4237.95512736323,2018-06-25T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2198,1909404600,GCL NEW ENERGY (NC) I LLC,WILSON SOLAR FARM 1 LLC,Acquisition 100%,Completed Assumed,4212,2016-02-15T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,WILSON SOLAR FARM 2 LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,WILSON SOLAR FARM 3 LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,WILSON SOLAR FARM 4 LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,WILSON SOLAR FARM 5 LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,WILSON SOLAR FARM 6 LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,WILSON SOLAR FARM 7 LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2199,1941165111,XANTHIC BIOPHARMA INC.,JUST HEALTHY LLC,Acquisition 100%,Completed Assumed,4205,2018-12-11T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2200,1941039389,HANNOVER RUCK SE,UNDISCLOSED US SHELL COMPANY,Acquisition 100%,Completed,4200,2018-01-19T00:00:00Z,2018-01-19T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2201,1909497421,GAMING CORPS AB,RED FLY STUDIO INC.,Acquisition 100%,Completed Assumed,4067.90690367791,2016-10-17T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2202,1941103483,LEVIATHAN CANNABIS GROUP INC.,PULSE RX INC.,Acquisition 100%,Completed Assumed,4057.42817892804,2018-07-03T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2203,1941082971,GLOBAL CONSORTIUM INC.,INDULGE OILS,Acquisition 100%,Completed,4000,2018-05-17T00:00:00Z,2018-05-17T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2204,1941032445,ASTERIA EDUCATION INC.,ECS LEARNING SYSTEMS INC.,Acquisition 100%,Completed,4000,2018-01-25T00:00:00Z,2018-01-25T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2205,1939000639,"POLYLITE TAIWAN CO., LTD",SOLIDAR EXPRESS COATINGS LLC,Acquisition 51%,Completed Assumed,4000,2016-06-15T00:00:00Z,NA,NA,NA,Unknown %,51.00000,NA,NA,0,NA,NA
2206,1909473892,EAGLE ROAD OIL LLC,ENERVEST LTD'S PRODUCING WELLS AND DRILLABLE LEASEHOLDS IN CENTRAL OKLAHOMA,Acquisition 100%,Completed Assumed,3951,2016-08-08T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
2207,1941141697,TILRAY INC.,ALEF BIOTECHNOLOGY SPA,Acquisition 100%,Completed,3858.9949075899,2018-10-09T00:00:00Z,2018-10-09T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
2208,1941116479,TELCARE LLC,ACTIVECARE INC.'S ASSETS,Acquisition 100%,Completed Assumed,3850,2018-07-15T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
